departure_city,arrival_city,departure_station,arrival_station,travel_time,departure_coordinates,arrival_coordinates
Lille,Wasquehal,Lille Flandres,Croix - Wasquehal,7,"50.6365770,3.06987000","50.6785280,3.13806900"
Wasquehal,Roubaix,Croix - Wasquehal,Roubaix,3,"50.6785280,3.13806900","50.6961110,3.16464200"
Roubaix,Tourcoing,Roubaix,Tourcoing,4,"50.6961110,3.16464200","50.7172720,3.16780700"
Dunkerque,Hazebrouck,Dunkerque,Hazebrouck,21,"51.0312480,2.36851500","50.7249240,2.54146300"
Hazebrouck,Béthune,Hazebrouck,Béthune,20,"50.7249240,2.54146300","50.5210910,2.64200000"
Béthune,Lens,Béthune,Lens,11,"50.5210910,2.64200000","50.4277160,2.82598400"
Lens,Arras,Lens,Arras,13,"50.4277160,2.82598400","50.2868110,2.78015900"
Lens,Béthune,Lens,Béthune,11,"50.4277160,2.82598400","50.5210910,2.64200000"
Béthune,Hazebrouck,Béthune,Hazebrouck,22,"50.5210910,2.64200000","50.7249240,2.54146300"
Hazebrouck,Dunkerque,Hazebrouck,Dunkerque,22,"50.7249240,2.54146300","51.0312480,2.36851500"
Boulogne-sur-Mer,Fréthun,Boulogne sur Mer,Calais - Fréthun,25,"50.7157930,1.60973600","50.9012160,1.81049100"
Fréthun,Lille,Calais - Fréthun,Lille Europe,28,"50.9012160,1.81049100","50.6390140,3.07627900"
Lille,Douai,Lille Europe,Douai,17,"50.6390140,3.07627900","50.3716730,3.08995800"
Lille,Fréthun,Lille Europe,Calais - Fréthun,33,"50.6390140,3.07627900","50.9012160,1.81049100"
Fréthun,Boulogne-sur-Mer,Calais - Fréthun,Boulogne sur Mer,20,"50.9012160,1.81049100","50.7157930,1.60973600"
Fréthun,Calais,Calais - Fréthun,Calais Ville,9,"50.9012160,1.81049100","50.9534660,1.85088500"
Paris,Rennes,Paris Montparnasse Hall 1 - 2,Rennes,94,"48.8411720,2.32051400","48.1035170,-1.6727440"
Rennes,Saint-Brieuc,Rennes,Saint-Brieuc,44,"48.1035170,-1.6727440","48.5075800,-2.7650000"
Morlaix,Brest,Morlaix,Brest,42,"48.5779700,-3.8325140","48.3876200,-4.4803060"
Brest,Morlaix,Brest,Morlaix,34,"48.3876200,-4.4803060","48.5779700,-3.8325140"
Saint-Brieuc,Rennes,Saint-Brieuc,Rennes,49,"48.5075800,-2.7650000","48.1035170,-1.6727440"
Rennes,Paris,Rennes,Paris Montparnasse Hall 1 - 2,92,"48.1035170,-1.6727440","48.8411720,2.32051400"
Paris,Le Mans,Paris Montparnasse Hall 1 - 2,Le Mans,64,"48.8411720,2.32051400","47.9956150,0.19261400"
Rennes,Vannes,Rennes,Vannes,60,"48.1035170,-1.6727440","47.6651690,-2.7524500"
Lorient,Quimper,Lorient,Quimper,39,"47.7555970,-3.3662210","47.9944550,-4.0921030"
Quimper,Lorient,Quimper,Lorient,32,"47.9944550,-4.0921030","47.7555970,-3.3662210"
Vannes,Rennes,Vannes,Rennes,58,"47.6651690,-2.7524500","48.1035170,-1.6727440"
Le Mans,Paris,Le Mans,Paris Montparnasse Hall 1 - 2,61,"47.9956150,0.19261400","48.8411720,2.32051400"
Le Mans,Angers,Le Mans,Angers Saint-Laud,38,"47.9956150,0.19261400","47.4646490,-0.5567700"
Nantes,Angers,Nantes,Angers Saint-Laud,37,"47.2174910,-1.5420770","47.4646490,-0.5567700"
Angers,Paris,Angers Saint-Laud,Paris Montparnasse Hall 1 - 2,95,"47.4646490,-0.5567700","48.8411720,2.32051400"
Paris,Angers,Paris Montparnasse Hall 1 - 2,Angers Saint-Laud,89,"48.8411720,2.32051400","47.4646490,-0.5567700"
Nantes,Paris,Nantes,Paris Montparnasse Vaugirard,132,"47.2174910,-1.5420770","48.8411720,2.32051400"
Nantes,Paris,Nantes,Paris Montparnasse Hall 1 - 2,119,"47.2174910,-1.5420770","48.8411720,2.32051400"
Paris,Poitiers,Paris Montparnasse Hall 1 - 2,Poitiers,84,"48.8411720,2.32051400","46.5822320,0.33363600"
Poitiers,Niort,Poitiers,Niort,44,"46.5822320,0.33363600","46.3192910,-0.4551310"
Niort,Surgères,Niort,Surgères,18,"46.3192910,-0.4551310","46.1133390,-0.7611300"
Surgères,La Rochelle,Surgères,La Rochelle,21,"46.1133390,-0.7611300","46.1527050,-1.1458530"
La Rochelle,Surgères,La Rochelle,Surgères,18,"46.1527050,-1.1458530","46.1133390,-0.7611300"
Surgères,Niort,Surgères,Niort,18,"46.1133390,-0.7611300","46.3192910,-0.4551310"
Niort,Poitiers,Niort,Poitiers,43,"46.3192910,-0.4551310","46.5822320,0.33363600"
Poitiers,Paris,Poitiers,Paris Montparnasse Hall 1 - 2,80,"46.5822320,0.33363600","48.8411720,2.32051400"
Saint-Pierre-des-Corps,Bordeaux,Saint-Pierre-des-Corps,Bordeaux Saint-Jean,81,"47.3861400,0.72353900","44.8252330,-0.5568750"
Angoulême,Saint-Pierre-des-Corps,Angoulême,Saint-Pierre-des-Corps,63,"45.6535720,0.16460800","47.3861400,0.72353900"
Saint-Pierre-des-Corps,Paris,Saint-Pierre-des-Corps,Paris Montparnasse Hall 1 - 2,57,"47.3861400,0.72353900","48.8411720,2.32051400"
Poitiers,Massy,Poitiers,Massy TGV,88,"46.5822320,0.33363600","48.7257580,2.26125400"
Estrées-Deniécourt,Lille,TGV Haute Picardie,Lille Flandres,29,"49.8591720,2.83161900","50.6365770,3.06987000"
Lille,Tourcoing,Lille Flandres,Tourcoing,16,"50.6365770,3.06987000","50.7172720,3.16780700"
Tourcoing,Estrées-Deniécourt,Tourcoing,TGV Haute Picardie,36,"50.7172720,3.16780700","49.8591720,2.83161900"
Paris,Massy,Paris Montparnasse Hall 1 - 2,Massy TGV,9,"48.8411720,2.32051400","48.7257580,2.26125400"
Massy,Poitiers,Massy TGV,Poitiers,80,"48.7257580,2.26125400","46.5822320,0.33363600"
Toulouse,Montauban,Toulouse Matabiau,Montauban Ville Bourbon,31,"43.6112060,1.45361600","44.0144400,1.34199900"
Montauban,Agen,Montauban Ville Bourbon,Agen,37,"44.0144400,1.34199900","44.2079670,0.62086700"
Agen,Bordeaux,Agen,Bordeaux Saint-Jean,65,"44.2079670,0.62086700","44.8252330,-0.5568750"
Massy,Angoulême,Massy TGV,Angoulême,104,"48.7257580,2.26125400","45.6535720,0.16460800"
Strasbourg,Metz,Strasbourg,Metz,47,"48.5851100,7.73388200","49.1094660,6.17705200"
Metz,Strasbourg,Metz,Strasbourg,56,"49.1094660,6.17705200","48.5851100,7.73388200"
Avignon,Colombier-Saugnieu,Avignon TGV,Lyon Saint-Exupéry TGV,51,"43.9219400,4.78613600","45.7211090,5.07496900"
Alixan,Toulon,Valence TGV Rhône-Alpes Sud,Toulon,104,"44.9919070,4.97865200","43.1283530,5.92940400"
Aix-en-Provence,Paris,Aix-en-Provence TGV,Paris Gare de Lyon Hall 1 - 2,180,"43.4552370,5.31753400","48.8449450,2.37348100"
Aix-en-Provence,Colombier-Saugnieu,Aix-en-Provence TGV,Lyon Saint-Exupéry TGV,67,"43.4552370,5.31753400","45.7211090,5.07496900"
Nîmes,Colombier-Saugnieu,Nîmes Centre,Lyon Saint-Exupéry TGV,62,"43.8323130,4.36587200","45.7211090,5.07496900"
Colombier-Saugnieu,Nîmes,Lyon Saint-Exupéry TGV,Nîmes Centre,67,"45.7211090,5.07496900","43.8323130,4.36587200"
Paris,Laval,Paris Montparnasse Hall 1 - 2,Laval,78,"48.8411720,2.32051400","48.0762550,-0.7609290"
Laval,Paris,Laval,Paris Montparnasse Hall 1 - 2,72,"48.0762550,-0.7609290","48.8411720,2.32051400"
Le Mans,Paris,Le Mans,Paris Montparnasse Vaugirard,56,"47.9956150,0.19261400","48.8411720,2.32051400"
Dol-de-Bretagne,Rennes,Dol-de-Bretagne,Rennes,31,"48.5442500,-1.7505360","48.1035170,-1.6727440"
Rennes,Dol-de-Bretagne,Rennes,Dol-de-Bretagne,31,"48.1035170,-1.6727440","48.5442500,-1.7505360"
Saint-Malo,Rennes,Saint-Malo,Rennes,43,"48.6468590,-2.0041580","48.1035170,-1.6727440"
Rennes,Saint-Malo,Rennes,Saint-Malo,41,"48.1035170,-1.6727440","48.6468590,-2.0041580"
Rennes,Paris,Rennes,Paris Montparnasse Vaugirard,92,"48.1035170,-1.6727440","48.8411720,2.32051400"
Angers,Le Mans,Angers Saint-Laud,Le Mans,39,"47.4646490,-0.5567700","47.9956150,0.19261400"
Sablé-sur-Sarthe,Le Mans,Sablé-sur-Sarthe,Le Mans,21,"47.8417590,-0.3420000","47.9956150,0.19261400"
Angers,Paris,Angers Saint-Laud,Paris Montparnasse Vaugirard,83,"47.4646490,-0.5567700","48.8411720,2.32051400"
Paris,Redon,Paris Montparnasse Hall 1 - 2,Redon,132,"48.8411720,2.32051400","47.6520040,-2.0877700"
Saint-Pierre-des-Corps,Villiers-sur-Loir,Saint-Pierre-des-Corps,Vendôme - Villiers-sur-Loir,19,"47.3861400,0.72353900","47.8219370,1.02114300"
Villiers-sur-Loir,Paris,Vendôme - Villiers-sur-Loir,Paris Montparnasse Hall 1 - 2,44,"47.8219370,1.02114300","48.8411720,2.32051400"
Paris,Villiers-sur-Loir,Paris Montparnasse Hall 1 - 2,Vendôme - Villiers-sur-Loir,49,"48.8411720,2.32051400","47.8219370,1.02114300"
Villiers-sur-Loir,Saint-Pierre-des-Corps,Vendôme - Villiers-sur-Loir,Saint-Pierre-des-Corps,19,"47.8219370,1.02114300","47.3861400,0.72353900"
Paris,Villiers-sur-Loir,Paris Montparnasse Vaugirard,Vendôme - Villiers-sur-Loir,49,"48.8411720,2.32051400","47.8219370,1.02114300"
Villiers-sur-Loir,Paris,Vendôme - Villiers-sur-Loir,Paris Montparnasse Vaugirard,44,"47.8219370,1.02114300","48.8411720,2.32051400"
Poitiers,Châtellerault,Poitiers,Châtellerault,18,"46.5822320,0.33363600","46.8184080,0.54899500"
Châtellerault,Saint-Pierre-des-Corps,Châtellerault,Saint-Pierre-des-Corps,29,"46.8184080,0.54899500","47.3861400,0.72353900"
Saint-Pierre-des-Corps,Châtellerault,Saint-Pierre-des-Corps,Châtellerault,25,"47.3861400,0.72353900","46.8184080,0.54899500"
Châtellerault,Chasseneuil-du-Poitou,Châtellerault,Futuroscope,12,"46.8184080,0.54899500","46.6699180,0.37720900"
Chasseneuil-du-Poitou,Poitiers,Futuroscope,Poitiers,9,"46.6699180,0.37720900","46.5822320,0.33363600"
Poitiers,Chasseneuil-du-Poitou,Poitiers,Futuroscope,8,"46.5822320,0.33363600","46.6699180,0.37720900"
Chasseneuil-du-Poitou,Châtellerault,Futuroscope,Châtellerault,14,"46.6699180,0.37720900","46.8184080,0.54899500"
Paris,Châtellerault,Paris Montparnasse Hall 1 - 2,Châtellerault,80,"48.8411720,2.32051400","46.8184080,0.54899500"
Châtellerault,Poitiers,Châtellerault,Poitiers,18,"46.8184080,0.54899500","46.5822320,0.33363600"
La Rochelle,Niort,La Rochelle,Niort,34,"46.1527050,-1.1458530","46.3192910,-0.4551310"
Niort,Paris,Niort,Paris Montparnasse Hall 1 - 2,111,"46.3192910,-0.4551310","48.8411720,2.32051400"
Paris,Saint-Maixent-l'École,Paris Montparnasse Hall 1 - 2,Saint-Maixent-L'École,104,"48.8411720,2.32051400","46.4064820,-0.2013200"
Saint-Maixent-l'École,Niort,Saint-Maixent-L'École,Niort,15,"46.4064820,-0.2013200","46.3192910,-0.4551310"
Niort,Saint-Pierre-des-Corps,Niort,Saint-Pierre-des-Corps,68,"46.3192910,-0.4551310","47.3861400,0.72353900"
Paris,Niort,Paris Montparnasse Hall 1 - 2,Niort,121,"48.8411720,2.32051400","46.3192910,-0.4551310"
Niort,La Rochelle,Niort,La Rochelle,37,"46.3192910,-0.4551310","46.1527050,-1.1458530"
Saint-Pierre-des-Corps,Niort,Saint-Pierre-des-Corps,Niort,65,"47.3861400,0.72353900","46.3192910,-0.4551310"
Niort,Saint-Maixent-l'École,Niort,Saint-Maixent-L'École,13,"46.3192910,-0.4551310","46.4064820,-0.2013200"
Saint-Maixent-l'École,Poitiers,Saint-Maixent-L'École,Poitiers,31,"46.4064820,-0.2013200","46.5822320,0.33363600"
Poitiers,Saint-Maixent-l'École,Poitiers,Saint-Maixent-L'École,29,"46.5822320,0.33363600","46.4064820,-0.2013200"
Saint-Pierre-des-Corps,Paris,Saint-Pierre-des-Corps,Paris Montparnasse Vaugirard,62,"47.3861400,0.72353900","48.8411720,2.32051400"
Poitiers,Bordeaux,Poitiers,Bordeaux Saint-Jean,58,"46.5822320,0.33363600","44.8252330,-0.5568750"
Paris,Angoulême,Paris Montparnasse Hall 1 - 2,Angoulême,111,"48.8411720,2.32051400","45.6535720,0.16460800"
Arcachon,Biganos,Arcachon,Biganos Facture,14,"44.6591180,-1.1651760","44.6377420,-0.9659010"
Biganos,Arcachon,Biganos Facture,Arcachon,18,"44.6377420,-0.9659010","44.6591180,-1.1651760"
La Teste-de-Buch,Biganos,La Teste,Biganos Facture,18,"44.6368490,-1.1430930","44.6377420,-0.9659010"
Biganos,La Teste-de-Buch,Biganos Facture,La Teste,12,"44.6377420,-0.9659010","44.6368490,-1.1430930"
Bordeaux,Libourne,Bordeaux Saint-Jean,Libourne,19,"44.8252330,-0.5568750","44.9159040,-0.2363590"
Libourne,Angoulême,Libourne,Angoulême,42,"44.9159040,-0.2363590","45.6535720,0.16460800"
Angoulême,Libourne,Angoulême,Libourne,43,"45.6535720,0.16460800","44.9159040,-0.2363590"
Libourne,Bordeaux,Libourne,Bordeaux Saint-Jean,19,"44.9159040,-0.2363590","44.8252330,-0.5568750"
Châtellerault,Paris,Châtellerault,Paris Montparnasse Hall 1 - 2,76,"46.8184080,0.54899500","48.8411720,2.32051400"
Poitiers,Paris,Poitiers,Paris Montparnasse Vaugirard,79,"46.5822320,0.33363600","48.8411720,2.32051400"
Agen,Toulouse,Agen,Toulouse Matabiau,64,"44.2079670,0.62086700","43.6112060,1.45361600"
Toulouse,Bordeaux,Toulouse Matabiau,Bordeaux Saint-Jean,139,"43.6112060,1.45361600","44.8252330,-0.5568750"
Bordeaux,Toulouse,Bordeaux Saint-Jean,Toulouse Matabiau,127,"44.8252330,-0.5568750","43.6112060,1.45361600"
Massy,Bordeaux,Massy TGV,Bordeaux Saint-Jean,122,"48.7257580,2.26125400","44.8252330,-0.5568750"
Toulouse,Agen,Toulouse Matabiau,Agen,65,"43.6112060,1.45361600","44.2079670,0.62086700"
Hendaye,Saint-Jean-de-Luz,Hendaye,Saint-Jean-de-Luz - Ciboure,11,"43.3529820,-1.7813190","43.3860650,-1.6611970"
Saint-Jean-de-Luz,Biarritz,Saint-Jean-de-Luz - Ciboure,Biarritz,10,"43.3860650,-1.6611970","43.4593870,-1.5459370"
Bayonne,Dax,Bayonne,Dax,28,"43.4966350,-1.4700570","43.7204720,-1.0498010"
Dax,Bordeaux,Dax,Bordeaux Saint-Jean,74,"43.7204720,-1.0498010","44.8252330,-0.5568750"
Bordeaux,Dax,Bordeaux Saint-Jean,Dax,68,"44.8252330,-0.5568750","43.7204720,-1.0498010"
Dax,Bayonne,Dax,Bayonne,31,"43.7204720,-1.0498010","43.4966350,-1.4700570"
Biarritz,Saint-Jean-de-Luz,Biarritz,Saint-Jean-de-Luz - Ciboure,13,"43.4593870,-1.5459370","43.3860650,-1.6611970"
Saint-Jean-de-Luz,Hendaye,Saint-Jean-de-Luz - Ciboure,Hendaye,13,"43.3860650,-1.6611970","43.3529820,-1.7813190"
Paris,Bordeaux,Paris Montparnasse Vaugirard,Bordeaux Saint-Jean,130,"48.8411720,2.32051400","44.8252330,-0.5568750"
Lourdes,Pau,Lourdes,Pau,25,"43.1004290,-0.0421860","43.2917110,-0.3696750"
Pau,Orthez,Pau,Orthez,20,"43.2917110,-0.3696750","43.4843330,-0.7677340"
Orthez,Dax,Orthez,Dax,27,"43.4843330,-0.7677340","43.7204720,-1.0498010"
Pau,Dax,Pau,Dax,47,"43.2917110,-0.3696750","43.7204720,-1.0498010"
Dax,Pau,Dax,Pau,46,"43.7204720,-1.0498010","43.2917110,-0.3696750"
Pau,Lourdes,Pau,Lourdes,26,"43.2917110,-0.3696750","43.1004290,-0.0421860"
Dax,Orthez,Dax,Orthez,26,"43.7204720,-1.0498010","43.4843330,-0.7677340"
Orthez,Pau,Orthez,Pau,21,"43.4843330,-0.7677340","43.2917110,-0.3696750"
Morlaix,Saint-Brieuc,Morlaix,Saint-Brieuc,42,"48.5779700,-3.8325140","48.5075800,-2.7650000"
Brest,Saint-Brieuc,Brest,Saint-Brieuc,73,"48.3876200,-4.4803060","48.5075800,-2.7650000"
Laval,Paris,Laval,Paris Montparnasse Vaugirard,73,"48.0762550,-0.7609290","48.8411720,2.32051400"
Saint-Brieuc,Brest,Saint-Brieuc,Brest,73,"48.5075800,-2.7650000","48.3876200,-4.4803060"
Landerneau,Morlaix,Landerneau,Morlaix,25,"48.4535720,-4.2565280","48.5779700,-3.8325140"
Brest,Guingamp,Brest,Guingamp,56,"48.3876200,-4.4803060","48.5556590,-3.1433430"
Morlaix,Landerneau,Morlaix,Landerneau,24,"48.5779700,-3.8325140","48.4535720,-4.2565280"
Paris,Saint-Brieuc,Paris Montparnasse Hall 1 - 2,Saint-Brieuc,142,"48.8411720,2.32051400","48.5075800,-2.7650000"
Saint-Brieuc,Morlaix,Saint-Brieuc,Morlaix,39,"48.5075800,-2.7650000","48.5779700,-3.8325140"
Saint-Brieuc,Paris,Saint-Brieuc,Paris Montparnasse Hall 1 - 2,132,"48.5075800,-2.7650000","48.8411720,2.32051400"
Lannion,Guingamp,Lannion,Guingamp,27,"48.7276380,-3.4603530","48.5556590,-3.1433430"
Guingamp,Lannion,Guingamp,Lannion,29,"48.5556590,-3.1433430","48.7276380,-3.4603530"
Vannes,Lorient,Vannes,Lorient,23,"47.6651690,-2.7524500","47.7555970,-3.3662210"
Lorient,Vannes,Lorient,Vannes,23,"47.7555970,-3.3662210","47.6651690,-2.7524500"
Paris,Vannes,Paris Montparnasse Hall 1 - 2,Vannes,149,"48.8411720,2.32051400","47.6651690,-2.7524500"
Vannes,Paris,Vannes,Paris Montparnasse Hall 1 - 2,143,"47.6651690,-2.7524500","48.8411720,2.32051400"
Redon,Paris,Redon,Paris Montparnasse Hall 1 - 2,128,"47.6520040,-2.0877700","48.8411720,2.32051400"
Le Mans,Sablé-sur-Sarthe,Le Mans,Sablé-sur-Sarthe,19,"47.9956150,0.19261400","47.8417590,-0.3420000"
Saint-Nazaire,Nantes,Saint-Nazaire,Nantes,35,"47.2864890,-2.2110790","47.2174910,-1.5420770"
Angers,Massy,Angers Saint-Laud,Massy TGV,77,"47.4646490,-0.5567700","48.7257580,2.26125400"
Nantes,Saint-Nazaire,Nantes,Saint-Nazaire,34,"47.2174910,-1.5420770","47.2864890,-2.2110790"
Le Croisic,La Baule-Escoublac,Le Croisic,La Baule-Escoublac,8,"47.2898890,-2.5073400","47.2884590,-2.3892100"
La Baule-Escoublac,Saint-Nazaire,La Baule-Escoublac,Saint-Nazaire,14,"47.2884590,-2.3892100","47.2864890,-2.2110790"
Saint-Nazaire,La Baule-Escoublac,Saint-Nazaire,La Baule-Escoublac,13,"47.2864890,-2.2110790","47.2884590,-2.3892100"
La Baule-Escoublac,Le Croisic,La Baule-Escoublac,Le Croisic,10,"47.2884590,-2.3892100","47.2898890,-2.5073400"
Le Croisic,Le Pouliguen,Le Croisic,Le Pouliguen,5,"47.2898890,-2.5073400","47.2825040,-2.4331260"
Le Pouliguen,La Baule-Escoublac,Le Pouliguen,La Baule-Escoublac,3,"47.2825040,-2.4331260","47.2884590,-2.3892100"
La Baule-Escoublac,Pornichet,La Baule-Escoublac,Pornichet,4,"47.2884590,-2.3892100","47.2704300,-2.3448650"
Pornichet,Saint-Nazaire,Pornichet,Saint-Nazaire,11,"47.2704300,-2.3448650","47.2864890,-2.2110790"
Saint-Nazaire,Pornichet,Saint-Nazaire,Pornichet,10,"47.2864890,-2.2110790","47.2704300,-2.3448650"
Pornichet,La Baule-Escoublac,Pornichet,La Baule-Escoublac,6,"47.2704300,-2.3448650","47.2884590,-2.3892100"
La Baule-Escoublac,Le Pouliguen,La Baule-Escoublac,Le Pouliguen,3,"47.2884590,-2.3892100","47.2825040,-2.4331260"
Le Pouliguen,Le Croisic,Le Pouliguen,Le Croisic,6,"47.2825040,-2.4331260","47.2898890,-2.5073400"
Les Sables-d'Olonne,La Roche-sur-Yon,Les Sables-d'Olonne,La Roche-sur-Yon,24,"46.5008700,-1.7819870","46.6720750,-1.4356600"
La Roche-sur-Yon,Nantes,La Roche-sur-Yon,Nantes,41,"46.6720750,-1.4356600","47.2174910,-1.5420770"
Paris,Meroux-Moval,Paris Gare de Lyon Hall 1 - 2,Belfort - Montbéliard TGV,136,"48.8449450,2.37348100","47.5851050,6.89798400"
Mulhouse,Basel,Mulhouse,Basel SBB,19,"47.7426910,7.34316000","47.5474000,7.58956000"
Basel,Zürich,Basel SBB,Zuerich HB,53,"47.5474000,7.58956000","47.3781700,8.54019000"
Paris,Mulhouse,Paris Gare de Lyon Hall 1 - 2,Mulhouse,163,"48.8449450,2.37348100","47.7426910,7.34316000"
Zürich,Basel,Zuerich HB,Basel SBB,54,"47.3781700,8.54019000","47.5474000,7.58956000"
Basel,Mulhouse,Basel SBB,Mulhouse,21,"47.5474000,7.58956000","47.7426910,7.34316000"
Mulhouse,Paris,Mulhouse,Paris Gare de Lyon Hall 1 - 2,189,"47.7426910,7.34316000","48.8449450,2.37348100"
Meroux-Moval,Paris,Belfort - Montbéliard TGV,Paris Gare de Lyon Hall 1 - 2,137,"47.5851050,6.89798400","48.8449450,2.37348100"
Meroux-Moval,Dijon,Belfort - Montbéliard TGV,Dijon,43,"47.5851050,6.89798400","47.3234110,5.02725600"
Mulhouse,Dijon,Mulhouse,Dijon,62,"47.7426910,7.34316000","47.3234110,5.02725600"
Dijon,Meroux-Moval,Dijon,Belfort - Montbéliard TGV,48,"47.3234110,5.02725600","47.5851050,6.89798400"
Dijon,Mulhouse,Dijon,Mulhouse,61,"47.3234110,5.02725600","47.7426910,7.34316000"
Milano,Torino,MILANO PORTA GARIBALDI,Turin Porta Susa,89,"45.4849160,9.18769400","45.0741180,7.66667500"
Torino,Oulx,Turin Porta Susa,OULX CESANA CLAVIERE SESTRIERE,52,"45.0741180,7.66667500","45.0387950,6.83143100"
Oulx,Saint-Jean-de-Maurienne,OULX CESANA CLAVIERE SESTRIERE,Saint-Jean-de-Maurienne Arvan,110,"45.0387950,6.83143100","45.2775420,6.35471600"
Saint-Jean-de-Maurienne,Chambéry,Saint-Jean-de-Maurienne Arvan,Chambéry - Challes-les-Eaux,38,"45.2775420,6.35471600","45.5713020,5.91954700"
Paris,Chambéry,Paris Gare de Lyon Hall 1 - 2,Chambéry - Challes-les-Eaux,168,"48.8449450,2.37348100","45.5713020,5.91954700"
Chambéry,Saint-Jean-de-Maurienne,Chambéry - Challes-les-Eaux,Saint-Jean-de-Maurienne Arvan,41,"45.5713020,5.91954700","45.2775420,6.35471600"
Saint-Jean-de-Maurienne,Oulx,Saint-Jean-de-Maurienne Arvan,OULX CESANA CLAVIERE SESTRIERE,80,"45.2775420,6.35471600","45.0387950,6.83143100"
Oulx,Torino,OULX CESANA CLAVIERE SESTRIERE,Turin Porta Susa,54,"45.0387950,6.83143100","45.0741180,7.66667500"
Torino,Milano,Turin Porta Susa,MILANO PORTA GARIBALDI,82,"45.0741180,7.66667500","45.4849160,9.18769400"
Dole,Frasne,Dole,Frasne,42,"47.0961500,5.48806000","46.8575960,6.15776700"
Frasne,Vallorbe,Frasne,Vallorbe,13,"46.8575960,6.15776700","46.7124200,6.37057000"
Vallorbe,Lausanne,Vallorbe,Lausanne,50,"46.7124200,6.37057000","46.5167900,6.62909000"
Lausanne,Vallorbe,Lausanne,Vallorbe,35,"46.5167900,6.62909000","46.7124200,6.37057000"
Vallorbe,Frasne,Vallorbe,Frasne,15,"46.7124200,6.37057000","46.8575960,6.15776700"
Frasne,Mouchard,Frasne,Mouchard,27,"46.8575960,6.15776700","46.9768650,5.79969800"
Mouchard,Dole,Mouchard,Dole,15,"46.9768650,5.79969800","47.0961500,5.48806000"
Paris,Genève,Paris Gare de Lyon Hall 1 - 2,Geneve,297,"48.8449450,2.37348100","46.2102200,6.14244000"
Frasne,Dole,Frasne,Dole,42,"46.8575960,6.15776700","47.0961500,5.48806000"
Genève,Paris,Geneve,Paris Gare de Lyon Hall 1 - 2,296,"46.2102200,6.14244000","48.8449450,2.37348100"
Dole,Mouchard,Dole,Mouchard,15,"47.0961500,5.48806000","46.9768650,5.79969800"
Mouchard,Frasne,Mouchard,Frasne,28,"46.9768650,5.79969800","46.8575960,6.15776700"
Strasbourg,Offenburg,Strasbourg,Offenburg,19,"48.5851100,7.73388200","48.4765000,7.94680000"
Offenburg,Lahr/Schwarzwald,Offenburg,Lahr (Schwarzw),11,"48.4765000,7.94680000","48.3406000,7.83530000"
Lahr/Schwarzwald,Ringsheim,Lahr (Schwarzw),Ringsheim,8,"48.3406000,7.83530000","48.2489000,7.77320000"
Ringsheim,Freiburg im Breisgau,Ringsheim,Freiburg (Breisgau) Hbf,21,"48.2489000,7.77320000","47.9979000,7.84160000"
Freiburg im Breisgau,Ringsheim,Freiburg (Breisgau) Hbf,Ringsheim,23,"47.9979000,7.84160000","48.2489000,7.77320000"
Ringsheim,Lahr/Schwarzwald,Ringsheim,Lahr (Schwarzw),7,"48.2489000,7.77320000","48.3406000,7.83530000"
Lahr/Schwarzwald,Offenburg,Lahr (Schwarzw),Offenburg,17,"48.3406000,7.83530000","48.4765000,7.94680000"
